rating,date,review,platform,sentiment,clean,Clean_text_length,text_length_category
1,2024-12-25,"V bad experience  I reside in Kanpur Zepto started providing
                  service recently the concern is that they always deliver with
                  the delivery packet open no privacy every time they deliver
                  the delivery boy look into the packet before delivery That is
                  too much embarrassing I am stop using it for the only stated
                  reason Goodbye Zepto",zepto,Negative,experience reside kanpur zepto started providing service recently concern that they always deliver with delivery packet open privacy every time they deliver delivery look into packet before delivery that much embarrassing stop using only stated reason goodbye zepto,265,200-300
1,2024-10-31,"Sorry to say this but I today ordered a airports for myself I
                  needed it by today so I thought zepto would be perfect for
                  that But turns out to be a big NO First it was an advance
                  payment And second my address was perfectly correct but the
                  delivery guy says he is in my location And he isnt having a
                  proper convo also Than I kept trying to call him he picks up
                  the call and doesnt speak Than I received a message telling
                  that they will refund my money back in  to  days I didnt
                  like that",zepto,Negative,sorry this today ordered airports myself needed today thought zepto would perfect that turns first advance payment second address perfectly correct delivery says location isnt having proper convo also than kept trying call picks call doesnt speak than received message telling that they will refund money back days didnt like that,330,Above 300
1,2024-12-18,"Very bad experience with zepto We have purchase a electronic
                  product but the product is defective then I will return the
                  amount is refund but my zepto cash balance not refund the
                  zepto customer care not reply and not receive call vey poor
                  service If any doubt I will also share the all screen shot",zepto,Negative,very experience with zepto have purchase electronic product product defective then will return amount refund zepto cash balance refund zepto customer care reply receive call poor service doubt will also share screen shot,220,200-300
1,2024-12-07,"Highly unsupportive customer service Frozen items they send
                  are mostly of poor quality and there us no clarity on their
                  service Worst delivery application support ever",zepto,Negative,highly unsupportive customer service frozen items they send mostly poor quality there clarity their service worst delivery application support ever,147,100-200
1,2024-12-04,"This is so pathetic I ordered for about  and had  free
                  cash so I have to pay only rs but when the order came it
                  charged me  this is not doneif they give free cash just to
                  show offwhen you order and go to payment they charge the same
                  amount or if you did cod then take full paymentthis is so
                  wrong if you dont want us to use the cash just dont give the
                  facility and mislead peoplerefund my extra money back please",zepto,Negative,this pathetic ordered about free cash have only when order came charged this doneif they give free cash just show offwhen order payment they charge same amount then take full paymentthis wrong dont want cash just dont give facility mislead peoplerefund extra money back please,276,200-300
1,2024-11-05,"Worst app  out of  times they add extra surge fee Give
                  tip to the delivery guy then delivery fee then pay surge
                  fee then they say pay for monthly pass Paying Zepto for all
                  the services is more expensive than the product most of the
                  times",zepto,Negative,worst times they extra surge give delivery then delivery then surge then they monthly pass paying zepto services more expensive than product most times,151,100-200
2,2024-12-01,"No map view available to check the live location of the
                  delivery partner thats a big thumbs down in comparison to
                  its competitors Just giving offers and freebies doesnt count
                  improve your delivery Delivery partner should be well trained
                  to follow maps correctly Please dont ask to mail the details
                  as the details in this review is self explanatory and enough
                  for your team to work upon and improve",zepto,Negative,view available check live location delivery partner thats thumbs down comparison competitors just giving offers freebies doesnt count improve your delivery delivery partner should well trained follow maps correctly please dont mail details details this review self explanatory enough your team work upon improve,311,Above 300
1,2024-11-06,"Worst experience ever I ordered two times and both times they
                  cancelled my order at the end moment while delivery partner
                  was at the location well if you are unable to deliver than
                  please dont accept the order in first place was hungry both
                  the times and imagine getting your order cancelled in this
                  situation will never purchase anything again Please contact if
                  you need proof",zepto,Negative,worst experience ever ordered times both times they cancelled order moment while delivery partner location well unable deliver than please dont accept order first place hungry both times imagine getting your order cancelled this situation will never purchase anything again please contact need proof,299,200-300
3,2024-12-20,"I dont know what happened after i updated the app Suddenly it
                  changed into location not serviceable My last order was on
                  th december on  its not serviceable Plz work on it",zepto,Neutral,dont know what happened after updated suddenly changed into location serviceable last order december serviceable work,117,100-200
1,2024-12-28,"Fruits ordered some of were eaten No properly respond from
                  customer support order number  AJKKN I wanted to
                  give to someone but few fruits were eaten by unknown guy and
                  same has been delivered Just simply they throw back money
                  does it makes sense I never order food stuff in ZEPTO",zepto,Negative,fruits ordered some were eaten properly respond from customer support order number ajkkn wanted give someone fruits were eaten unknown same been delivered just simply they throw back money does makes sense never order food stuff zepto,234,200-300
1,2024-11-25,"Zepto is delivering fast But they are ready to face the
                  issues I ordered iron box But it is not a working condition
                  They are delivered the product If there is any problem they
                  are not ready to face that",zepto,Negative,zepto delivering fast they ready face issues ordered iron working condition they delivered product there problem they ready face that,133,100-200
1,2024-10-23,"App showing me delivery time of  mins but order not delivered
                  even after  hr and delivery guy also not picking phone
                  customer support also not able to solve issue they are not
                  even replying Wish I had an option for zero star definitely
                  would have given it Shittiest app ever Anyone seeing this
                  dont ever download this app and dont give a single penny to
                  these morons",zepto,Negative,showing delivery time mins order delivered even after delivery also picking phone customer support also able solve issue they even replying wish option zero star definitely would have given shittiest ever anyone seeing this dont ever download this dont give single penny these morons,283,200-300
1,2024-12-13,"I order zepto today and I want to payment click on upi to see
                  Rs wallet use or not but when I click it order placed then
                  immediately I go to help section to cancel order it is within
                   sec but they say order placed not to be cancel  Then I
                  tried calling their customer care no it is also not available
                  Then I tried contact care on chat it is also not accepting
                  chat  Only robot chat available So if no customer support
                  this company is very bad and never use again Order reached in
                   min",zepto,Negative,order zepto today want payment click wallet when click order placed then immediately help section cancel order within they order placed cancel then tried calling their customer care also available then tried contact care chat also accepting chat only robot chat available customer support this company very never again order reached,332,Above 300
2,2024-12-26,"does give some wallet cash and discount offers and helps in
                  saving money but doesnt cancel orders or make refunds or
                  doesnt even have a option to change address after placing
                  order Once the order is placed it is placed and food in zepto
                  cafe is hygienic but not tasty or fulfilling",zepto,Negative,does give some wallet cash discount offers helps saving money doesnt cancel orders make refunds doesnt even have option change address after placing order once order placed placed food zepto cafe hygienic tasty fulfilling,221,200-300
1,2024-10-23,"This app is a complete fraud The online payment gets
                  deducted and I receive a message saying the parcel has been
                  delivered but the customer never actually receives the
                  parcel They dont even refund the payment The customer care
                  service is very bad in this app Ive had two bad experiences
                  with this app ",zepto,Negative,this complete fraud online payment gets deducted receive message saying parcel been delivered customer never actually receives parcel they dont even refund payment customer care service very this experiences with this,217,200-300
5,2024-10-26,"This is amazing app Very helpful And I would like to suggest
                  you something That iscan you introduce Zepto pharmacy app
                  where all medical products would be delivered soon I think i
                  would be a great help to us because other medicine apps takes
                  atleast  to  hours or more to deliver products so i its
                  possible please do introduce zepto pharmacy type app Thank
                  you ",zepto,Positive,this amazing very helpful would like suggest something that iscan introduce zepto pharmacy where medical products would delivered soon think would great help because other medicine apps takes atleast hours more deliver products possible please introduce zepto pharmacy type thank,279,200-300
1,2024-12-21,"I dont know why they have even provided the wallet thing if
                  they always want to make it unavailable for us seriously
                  the quality of this app has been deteriorating so much
                  requesting the zepto team to resolve this issue",zepto,Negative,dont know they have even provided wallet thing they always want make unavailable seriously quality this been deteriorating much requesting zepto team resolve this issue,168,100-200
1,2024-11-10,"Zepto give free cash in wallet as promotional offer but at the
                  same time blocks the wallet from using that cash  However I
                  placed  order in hope that wallets gets unblocked but still
                  it was blocked After emailing to support team they replied
                  that you have to again place orders so that free cash in your
                  wallet can be accessible Zepto is trying to lure and fool
                  customers by showing free cash in wallet but at the same time
                  blocking it which is nothing but clear example of fooling
                  people ",zepto,Negative,zepto give free cash wallet promotional offer same time blocks wallet from using that cash however placed order hope that wallets gets unblocked still blocked after emailing support team they replied that have again place orders that free cash your wallet accessible zepto trying lure fool customers showing free cash wallet same time blocking which nothing clear example fooling people,386,Above 300
1,2024-11-10,"they cheat you out of money by sending out cheaper
                  alternatives while putting a good quality product in the
                  images their customer service doesnt give a solution but
                  instead creates more problems",zepto,Negative,they cheat money sending cheaper alternatives while putting good quality product images their customer service doesnt give solution instead creates more problems,161,100-200
3,2024-11-21,"Zepto is good for emergency and last minute items Used it and
                  liked it also Only one thing which is not good is cash gets
                  credited in wallet but cant be used This trick must be for
                  increase downloads But this is kind of cheating ",zepto,Neutral,zepto good emergency last minute items used liked also only thing which good cash gets credited wallet cant used this trick must increase downloads this kind cheating,166,100-200
3,2024-10-18,"Do not credit cash in the wallet if no option is provided from
                  your end for redeeming it Its like fooling the customers
                  Products are good but while raising a complaint its not easy
                  to contact the customer care executive through chat sometimes
                  There should be a provision where one can contact customer
                  care executive via call",zepto,Neutral,credit cash wallet option provided from your redeeming like fooling customers products good while raising complaint easy contact customer care executive through chat sometimes there should provision where contact customer care executive call,241,200-300
1,2024-12-24,"Very poor service I ordered goods made payment but nothing is
                  showing in the app There also no customer supportIt is a
                  very terrible app Just shut down your Business if you dont
                  know even the basic needs for doing the business",zepto,Negative,very poor service ordered goods made payment nothing showing there also customer supportit very terrible just shut down your business dont know even basic needs doing business,175,100-200
2,2024-12-10,"The Service is good But this is really annoying Getting
                  spammed by messages  times a day to use wallet cash Dude
                  Ill use it when I want to use it This is desperate and
                  annoying thats why I am uninstalling it",zepto,Negative,service good this really annoying getting spammed messages times wallet cash dude when want this desperate annoying thats uninstalling,134,100-200
1,2024-11-04,"Last time when I tried adding money to the wallet it declined
                  due to the server issur from your end and havent got the
                  refund back in my account yet but today I made another
                  transaction to add money which was successful but Im not able
                  to use the same I cant find the option to use the same
                  money present in the wallet moreover COD isnt available
                  what sort of updations you have made",zepto,Negative,last time when tried adding money wallet declined server issur from your havent refund back account today made another transaction money which successful able same cant find option same money present wallet moreover isnt available what sort updations have made,260,200-300
1,2024-11-24,"Frauding with zepto cash   They dont have a clear rule for
                  use of that cashThey will say that you can use your wallet
                  cash after  successful deliveries but when you orders
                  something the wallet cash suddenly disappeared or shows
                  exipered Totally fraud dont trust on this app",zepto,Negative,frauding with zepto cash they dont have clear rule that cashthey will that your wallet cash after successful deliveries when orders something wallet cash suddenly disappeared shows exipered totally fraud dont trust this,219,200-300
4,2024-12-22,"I will give rating as  as this app is very slow as it gets
                  hang every time to search the item and to place the order
                  otherwise the delivery is on time",zepto,Positive,will give rating this very slow gets hang every time search item place order otherwise delivery time,100,100-200
1,2024-12-13,"Hi Everyone please see the payment details otherwise they will
                  fool you Price of the product in before checkout is different
                  than checkout page Every product you added  to  RS extra
                  if product price you mention  rs at checkout page it show
                   rs Your using big bazar strategy Think this before
                  otherwise you will be out from the market and you will face
                  civil case problem",zepto,Negative,everyone please payment details otherwise they will fool price product before checkout different than checkout page every product added extra product price mention checkout page show your using bazar strategy think this before otherwise will from market will face civil case problem,282,200-300
1,2024-12-07,"You are offering free cash for users to use your app yet you
                  do not allow them to access it If you are promoting your app
                  with incentives like free cash it should be made available
                  for use Otherwise your app becomes nothing more than
                  unnecessary clutter on my phone",zepto,Negative,offering free cash users your allow them access promoting your with incentives like free cash should made available otherwise your becomes nothing more than unnecessary clutter phone,182,100-200
1,2024-10-13,"They rarely send sealed packages And if the times are missing
                  they simply say that they have sent it and refuse refund They
                  need to setup checkpoints so that neither the hub nor the
                  delivery partner can steal items",zepto,Negative,they rarely send sealed packages times missing they simply that they have sent refuse refund they need setup checkpoints that neither delivery partner steal items,162,100-200
1,2024-12-29,"Dont order any electric product i have ordered trimmer it not
                  even working i contacted customer support they telling to
                  reach out service centre I didnt even used that product The
                  customer service very worst dont order any product in zepto
                  If you want order then it will be your own risk",zepto,Negative,dont order electric product have ordered trimmer even working contacted customer support they telling reach service centre didnt even used that product customer service very worst dont order product zepto want order then will your risk,235,200-300
1,2024-12-05,"Worst App always surge fee applicable most of the times it
                  says try after minutues but that minutues never turns
                  shows surgehigh demand even at pm n to attract people
                  they give free cash in wallet n never allows you to use it n
                  it gets expired in a daymost fool making app ever
                  experiencednot recommendedInstamartBlinkit Bigbasket
                  are bestZepto app is worst customer support just copy n
                  paste a text saying to email themworst support team",zepto,Negative,worst always surge applicable most times says after minutues that minutues never turns shows surgehigh demand even attract people they give free cash wallet never allows gets expired daymost fool making ever experiencednot recommendedinstamartblinkit bigbasket bestzepto worst customer support just copy paste text saying email themworst support team,350,Above 300
1,2024-10-26,"Worst customer service Delivered half used product according
                  to customer service i have used half of Hair cream within 
                  minutes of delivery and then customer service is so great
                  that instead of resolving current issue asking if there is any
                  other assistance needed Thank you zepto for the worst
                  experience ever Using blinkit since a long time but have
                  never faced such issue Will prefer to use blinkit again",zepto,Negative,worst customer service delivered half used product according customer service have used half hair cream within minutes delivery then customer service great that instead resolving current issue asking there other assistance needed thank zepto worst experience ever using blinkit since long time have never faced such issue will prefer blinkit again,347,Above 300
5,2024-10-17,"I am very happy to order Septola for the first time and not
                  only that I am not happy with the Perusa program because of
                  the price difference But lets go to the shop and work hard
                  Everything like the cost of petrol the cost of the car the
                  difference in price but I dont know about the changes in
                  Perusa but the quality and the selected packing materials are
                  very happySo far I am very satisfied with the product quality
                  and just delivery and service done by Andiline",zepto,Positive,very happy order septola first time only that happy with perusa program because price difference lets shop work hard everything like cost petrol cost difference price dont know about changes perusa quality selected packing materials very happyso very satisfied with product quality just delivery service done andiline,317,Above 300
1,2024-11-17,"Ive never been able to use Zepto Cash even after adding
                  money to it It always displays the message Wallet is
                  blocked due to high demand please try again after 
                  minutes Additionally the free cash expires before its
                  stated expiration time Also no chat support provided inside
                  the app",zepto,Negative,never been able zepto cash even after adding money always displays message wallet blocked high demand please again after minutes additionally free cash expires before stated expiration time also chat support provided inside,223,200-300
3,2024-12-11,"There seems to be a problem with the app on my phone The
                  thing is all of my friends have two options zepto store and
                  super saver store and I dont have it on my phone I tried re
                  installing the app but it didnt work So my friend had a
                  zepto coupon for discount on first order I had just installed
                  the app so it was my first order and for some reason i
                  couldnt claim the coupon because my phone only has super
                  saver mode I dont know ugh So people at Zepto is there any
                  way to solve it",zepto,Neutral,there seems problem with phone thing friends have options zepto store super saver store dont have phone tried installing didnt work friend zepto coupon discount first order just installed first order some reason couldnt claim coupon because phone only super saver mode dont know people zepto there solve,303,Above 300
1,2024-12-24,"I ordered from zepto the money has been debited but there is
                  no order showing in the app and when we want to connect to
                  customer care service there is no service to show concern
                  about the issue we are facing Where do we complain  I hope
                  you add a feature where people can actually talk about the
                  problem ",zepto,Negative,ordered from zepto money been debited there order showing when want connect customer care service there service show concern about issue facing where complain hope feature where people actually talk about problem,212,200-300
1,2024-11-12,"Zepto is a horrible app You order something and get something
                  else There customer service will agree that wrong item
                  delivered but will neither refund nor exchange the product In
                  this case i talked to humera fathima of customer service of
                  zepto She said she will not do anything and was eager yo
                  close the case Opt for swiggy  bb They are much more
                  reliable And to think of it they are selling iphone too God
                  knows what you will get Cant deliver a bulb and trying to
                  sell electronics",zepto,Negative,zepto horrible order something something else there customer service will agree that wrong item delivered will neither refund exchange product this case talked humera fathima customer service zepto said will anything eager close case swiggy they much more reliable think they selling iphone knows what will cant deliver bulb trying sell electronics,348,Above 300
2,2024-12-05,"The customer support is pathetic Its been  days since Ive
                  been trying to get a resolution for a comb The chat responds
                  after  minutes and mostly doesnt and when you reach out to
                  call them all agents are busy right now please wait while we
                  transfer you to the next available agent is all you listen for
                   mins Theyll tire you so you give up Very bad",zepto,Negative,customer support pathetic been days since been trying resolution comb chat responds after minutes mostly doesnt when reach call them agents busy right please wait while transfer next available agent listen mins theyll tire give very,232,200-300
1,2024-10-19,"This app is very bad and experienced is worst  they give some
                  amount in wallet but I didnt use the amount because of app
                  fault And expire date is  but amount expired today with
                  change date  app just doing its prmoation to give some
                  benifit But blink it is better than zepto Please I request
                  you each and every one please delet this app as soon as
                  possible And all good rating is paid And you have my all
                  details dont ask me about my details",zepto,Negative,this very experienced worst they give some amount wallet didnt amount because fault expire date amount expired today with change date just doing prmoation give some benifit blink better than zepto please request each every please delet this soon possible good rating paid have details dont about details,303,Above 300
1,2024-12-09,"I am facing an issue while logging in Whenever I try to log
                  in with my mobile number the app shows my profile name and
                  number but when I tap on Login the page buffers and
                  redirects me back to the same login page Let me know if you
                  need further assistance",zepto,Negative,facing issue while logging whenever with mobile number shows profile name number when login page buffers redirects back same login page know need further assistance,164,100-200
2,2024-12-28,"Whats the point of pass If not delivery fee then Handling
                  fee or platform fee Youll pay additional amount one way or
                  the other All these fees by these eCommerce  quick
                  commerce are Scams",zepto,Negative,whats point pass delivery then handling platform youll additional amount other these fees these ecommerce quick commerce scams,126,100-200
1,2024-12-25,"I have worst experience from zepto This was my nd order from
                  zepto First time as well zepto took time around more or equal
                  to  mins to deliver my product and today as well the hub
                  which is  mins away from my house they werent able to
                  deliver my product in  mins as well then I tried to contact
                  zepto service people through chats They were continuously
                  saying me that it will be delivered it will be delivered
                  kindly wait and I saw they cancelled my order its the worst
                  app dont use it",zepto,Negative,have worst experience from zepto this order from zepto first time well zepto took time around more equal mins deliver product today well which mins away from house they werent able deliver product mins well then tried contact zepto service people through chats they were continuously saying that will delivered will delivered kindly wait they cancelled order worst dont,369,Above 300
2,2024-10-27,"Horrible experience They sent me a Tampere product and I
                  returned it but they gave any kind of refund they just took
                  product back I kept complaining constantly in the start they
                  asked me to wait for a  days for it to reflect in my
                  statement It didnt I even sent them my bank statement and
                  again complained they had the audacity to tell me that I
                  should have complained within  days of the order And then
                  when I further complained they said theyll reinitiate the
                  refund but nope",zepto,Negative,horrible experience they sent tampere product returned they gave kind refund they just took product back kept complaining constantly start they asked wait days reflect statement didnt even sent them bank statement again complained they audacity tell that should have complained within days order then when further complained they said theyll reinitiate refund nope,364,Above 300
2,2024-10-17,"The app is very slow making an order impossible at times
                  There are so many news articles calling out the unwelcomed and
                  unnecessarily annoying and offensive notifications that zepto
                  keeps sending to its users Im surprised how this app has 
                  rating maybe they pay for the good reviews",zepto,Negative,very slow making order impossible times there many news articles calling unwelcomed unnecessarily annoying offensive notifications that zepto keeps sending users surprised this rating maybe they good reviews,207,200-300
1,2024-11-07,"After placing order and approving the entry for delivery
                  agent Still they have been cancelling the order without
                  informing me And there is no option of connecting with
                  customer care Really disappointed and have lost my trust on
                  this app for my emergency purchases",zepto,Negative,after placing order approving entry delivery agent still they have been cancelling order without informing there option connecting with customer care really disappointed have lost trust this emergency purchases,210,200-300
1,2024-12-26,"Pathetic customer support Gift box delivered with tempered
                  seal and customer support refused for replacement or refund
                  Higher prices than other competition apps Better order from
                  other  min rapid delivery apps and avoid zepto Just trying
                  to be in market by giving free zepto cash",zepto,Negative,pathetic customer support gift delivered with tempered seal customer support refused replacement refund higher prices than other competition apps better order from other rapid delivery apps avoid zepto just trying market giving free zepto cash,243,200-300
1,2024-11-23,"I returned a used rusted and low quality cutlery stand on 
                  Nov Till date these lying cheats have not refunded the
                  amount for returned item in spite of me complaining  times
                  They have instead marked that order as replacement failed a
                  blatant lie Every time I reopen the complaint they LIE that I
                  did not pay for the order These cheats expect payment for a
                  returned item Every time I ask for the refund they lie that
                  they will refund in  to  hrs but never do Dont buy from
                  them",zepto,Negative,returned used rusted quality cutlery stand till date these lying cheats have refunded amount returned item spite complaining times they have instead marked that order replacement failed blatant every time reopen complaint they that order these cheats expect payment returned item every time refund they that they will refund never dont from them,345,Above 300
1,2024-12-09,"worse than others they gave me offer Gua Mexico or something
                  Rs  per piece is it there in India anywhere they
                  offered others ok good but what about this They have a lot
                  of problems with the addresses I kept address Ramnagar they
                  tried to deliver at th phase KPHB I tried change so many
                  times but couldnt They always try to escape from the
                  situation",zepto,Negative,worse than others they gave offer mexico something piece there india anywhere they offered others good what about this they have problems with addresses kept address ramnagar they tried deliver phase kphb tried change many times couldnt they always escape from situation,270,200-300
1,2024-10-30,"One of the worst apps no update on order cancellationreorder
                  status delivery partner number etc Just the opposite of what
                  they show in ads Just concerned with looting customer with
                  pass and other tactics Horrible experience",zepto,Negative,worst apps update order cancellationreorder status delivery partner number just opposite what they show just concerned with looting customer with pass other tactics horrible experience,184,100-200
1,2024-12-21,"Not at all good as they deny the order at any time Very poor
                  services in Hisar I would rather recommend Blinkit as they
                  deliver on time and never cancel the orders",zepto,Negative,good they deny order time very poor services hisar would rather recommend blinkit they deliver time never cancel orders,119,100-200
5,2024-12-20,"Zepto is a rapidly growing quickcommerce platform
                  revolutionizing how we shop for groceries and essentials It
                  specializes in ultrafast delivery promising orders at your
                  doorstep within minutes Known for its reliability Zepto
                  offers a wide range of fresh produce packaged foods
                  household items and more at competitive prices The app is
                  userfriendly with features like live order tracking and
                  convenient payment options ensuring a seamless shopping
                  experience Zepto",zepto,Positive,zepto rapidly growing quickcommerce platform revolutionizing shop groceries essentials specializes ultrafast delivery promising orders your doorstep within minutes known reliability zepto offers wide range fresh produce packaged foods household items more competitive prices userfriendly with features like live order tracking convenient payment options ensuring seamless shopping experience zepto,397,Above 300
1,2024-12-22,"Zepto has started playing smart by including item cost and gst
                  in one total They think customers are fool They never show
                  the breakdown of cost clearly while checkout Never ever going
                  to use this app again",zepto,Negative,zepto started playing smart including item cost total they think customers fool they never show breakdown cost clearly while checkout never ever going this again,161,100-200
1,2024-12-23,"Worst service overall even after order gets confirmed rider
                  calls and ask me to cancel just bcoz he cannot travel long
                  and even customer service executive calls and says same to
                  cancel If u cannot deliver or provide service then why your
                  into this sector",zepto,Negative,worst service overall even after order gets confirmed rider calls cancel just bcoz cannot travel long even customer service executive calls says same cancel cannot deliver provide service then your into this sector,214,200-300
2,2024-11-10,"Zepto is giving tough competition to Blinkit and Big Basket
                  right now but not for long time Reasons Customer service is
                  not efficientthey dont know how to come up with better
                  solutions or how to handle customers with mutual
                  understanding even though thats a key part of
                  satisfactionThe app has glitches especially in the Zepto
                  wallet which sometimes doesnt show the cash The Zepto Pass
                  is not very helpful There are attractive tactics to gain
                  customers but your management is not proper",zepto,Negative,zepto giving tough competition blinkit basket right long time reasons customer service efficientthey dont know come with better solutions handle customers with mutual understanding even though thats part satisfactionthe glitches especially zepto wallet which sometimes doesnt show cash zepto pass very helpful there attractive tactics gain customers your management proper,372,Above 300
1,2024-12-13,"Fake app These people are scammers Do not order from this
                  app it should be banned i am struggling for my order for
                  more than  hour and even they were not allowing me to cancel
                  even and replied to me the items are not available in store
                  so it is taking time No support from customer service for 
                  hour i am asking for details to complaint but they are not
                  ready to give details rather making me wait again and again
                  Please guys stop using this app",zepto,Negative,fake these people scammers order from this should banned struggling order more than hour even they were allowing cancel even replied items available store taking time support from customer service hour asking details complaint they ready give details rather making wait again again please guys stop using this,309,Above 300
3,2024-10-12,"I prefer Blinkit or Big Basket over Zepto The option to leave
                  the items at doorstep doesnt work every delivery person
                  called me multiple times to try to have someone open door 
                  Items are a little more expensive and there is phone privacy
                  issue as I get phone call from the delivery persons no  not
                  a customer care number",zepto,Neutral,prefer blinkit basket over zepto option leave items doorstep doesnt work every delivery person called multiple times have someone open door items little more expensive there phone privacy issue phone call from delivery persons customer care number,247,200-300
1,2024-11-13,"Really bad experience I have ordered PPSQ I have
                  ordered  kulfi  All recd melted  I have sent a pic to
                  customer care But they told return  items But my family
                  members also opened another  packages So only  were pending
                  for return  Pick up person picked up  kulfi but not marked
                  as picked partial qtyPPSR  Return order id in which
                   kulfi were picked up by delivery person but he marked return
                  fulfillment failed He took a  kulfi I dont recd any
                  refund",zepto,Negative,really experience have ordered ppsq have ordered kulfi recd melted have sent customer care they told return items family members also opened another packages only were pending return pick person picked kulfi marked picked partial qtyppsr return order which kulfi were picked delivery person marked return fulfillment failed took kulfi dont recd refund,351,Above 300
1,2024-10-20,"The number one looters they give u coupon and some how de
                  activate it this happened several times for me These people
                  lure you saying that there is amount added in your wallet and
                  then after the order they dont even show your order history
                   I dont recommend this app",zepto,Negative,number looters they give coupon some activate this happened several times these people lure saying that there amount added your wallet then after order they dont even show your order history dont recommend this,210,200-300
2,2024-10-19,"Pls fix your app it takes forever to load items and the
                  going to cart also takes forever Some how I am forced to
                  purchase from BlinkIt because load time of BlinkIt is pretty
                  fast  I am not able to make purchase because of load
                  issues Fix it this is so horrid nowadays It used to be good
                  and fast app",zepto,Negative,your takes forever load items going cart also takes forever some forced purchase from blinkit because load time blinkit pretty fast able make purchase because load issues this horrid nowadays used good fast,206,200-300
1,2024-11-28,"Zepto is total fraud quick commerce company They have given
                  zepto cash for INR  which was valid for next order only and
                  validity till Oct but zepto has make it expired today
                  itself giving no valid reason as there was no such tc
                  except it was valid for next order I better start using
                  swiggy instamart wherein I get  discount through my swiggy
                  hdfc credit card",zepto,Negative,zepto total fraud quick commerce company they have given zepto cash which valid next order only validity till zepto make expired today itself giving valid reason there such except valid next order better start using swiggy instamart wherein discount through swiggy hdfc credit card,281,200-300
2,2024-12-24,"This app is not customer friendly No customer care number so
                  you cant raise the complaint You cant return the products
                  While searching products they show you less price and at the
                  time of ordering product prices increases in back and even you
                  couldnt realised and just ordered",zepto,Negative,this customer friendly customer care number cant raise complaint cant return products while searching products they show less price time ordering product prices increases back even couldnt realised just ordered,210,200-300
1,2024-10-16," If there is an issue no one is there to listen you
                  One food item was returned by me as date of packaging and
                  expiry was erased Earlier it was showing refund pending Now
                  showing return failed There is no option for me to call chat
                  or email through zepto app it wont share its contact details
                  so that the customer could contact them Edited on 
                  on providing my contact details I receive  mail daily that
                  they tried to contact me but I was not reachable",zepto,Negative,there issue there listen food item returned date packaging expiry erased earlier showing refund pending showing return failed there option call chat email through zepto wont share contact details that customer could contact them edited providing contact details receive mail daily that they tried contact reachable,314,Above 300
1,2024-12-31,"Very bad experience if there was a option to give in negative
                  i would give that I ordered an item product was damaged
                  returned that item its been  weeks i didnt recieve the
                  refund for the product and associates told i already recieved
                  the refund what joke zepto DEFINITELY NOT EXPECTED",zepto,Negative,very experience there option give negative would give that ordered item product damaged returned that item been weeks didnt recieve refund product associates told already recieved refund what joke zepto definitely expected,222,200-300
1,2024-10-22,"They think customers are foolish after selling zepto pass
                  for free delivery on orders above  they will charge a surge
                  free insted of delivery charges Whats the use of zepto pass
                  when they dont want to honour their commitment of free
                  delivery I can never order anything without surge fees Also
                  charging GST over the product MRP  platform fees Dont
                  commit if you cant fulfill your promise Useless app",zepto,Negative,they think customers foolish after selling zepto pass free delivery orders above they will charge surge free insted delivery charges whats zepto pass when they dont want honour their commitment free delivery never order anything without surge fees also charging over product platform fees dont commit cant fulfill your promise useless,334,Above 300
